Loan #,Loan Type,Asset,Balance,Rate,startDate,endDate,Asset Value
1020,Car,AlfaRomeo,13312.82965,0.172339152,01/10/21,01/02/27,10967.69607
1021,Car,AlfaRomeo,18290.29022,0.183888238,01/10/21,01/09/27,15589.76649
1022,Car,Mercedes,22761.0841,0.160276529,01/10/21,01/09/26,18740.92682
1023,Car,Mercedes,17299.91888,0.167264075,01/10/21,01/08/26,14741.42314
1024,Car,Mercedes,15764.07942,0.157071047,01/10/21,01/07/26,13000.27855
1025,Car,Mercedes,14906.07443,0.139757227,01/10/21,01/06/26,13080.87029
1026,Car,Civic,14255.24976,0.161726634,01/10/21,01/10/26,11587.98304
1027,Car,Mercedes,12887.58297,0.194642015,01/10/21,01/08/26,11254.25816
1028,Car,Civic,18899.15899,0.137160467,01/10/21,01/10/26,15045.80689
1029,Car,Lamborghini,17003.03334,0.1507915,01/10/21,01/08/26,13633.17448
1030,Car,Civic,18088.80537,0.130254879,01/10/21,01/07/26,14918.18089
1031,Car,Lamborghini,12561.34577,0.199922023,01/10/21,01/01/26,10591.78451
1032,Car,Lamborghini,21016.77244,0.163043676,01/10/21,01/04/26,17676.12409
1033,Car,Lamborghini,12127.01572,0.169622558,01/10/21,01/09/27,10099.81711
1034,Car,Civic,15937.92933,0.155493627,01/10/21,01/05/27,12455.43901
1035,Car,Civic,22386.08551,0.199922023,01/10/21,01/02/27,18849.35399
1036,Car,AlfaRomeo,23037.9976,0.13488786,01/10/21,01/09/26,18472.72723
1037,Car,Civic,20759.33897,0.167066584,01/10/21,01/11/26,16408.39124
1038,Car,Mercedes,18481.37348,0.177565038,01/10/21,01/02/26,15082.46901
1039,Car,Mercedes,23440.71638,0.140021695,01/10/21,01/04/27,18530.52435
1040,Car,Mercedes,16018.31675,0.168573959,01/10/21,01/04/26,13609.87489
1041,Car,Mercedes,31164.93448,0.178035302,01/10/21,01/12/26,25289.11461
1042,Car,Civic,22385.74683,0.155731073,01/10/21,01/04/26,19748.24184
1043,Car,Civic,21761.29158,0.178265905,01/10/21,01/05/27,17934.02807
1044,Car,Civic,22376.39079,0.159236762,01/10/21,01/01/26,17698.34707
1045,Car,Mercedes,20261.50106,0.175595231,01/10/21,01/03/27,16805.8339
1046,Car,AlfaRomeo,21090.96721,0.163613918,01/10/21,01/03/27,16740.96414
1047,Car,Civic,6321.555404,0.161685933,01/10/21,01/03/27,3875.592732
1048,Car,Civic,21829.31491,0.168952804,01/10/21,01/07/26,17650.00125
1049,Car,Mercedes,18885.82839,0.15730768,01/10/21,01/09/26,14590.17844
1050,Car,AlfaRomeo,19811.24447,0.169444712,01/10/21,01/04/27,16397.0964
1051,Car,Civic,14229.9663,0.145721679,01/10/21,01/10/26,12215.21775
1052,Car,Civic,16080.32967,0.186905457,01/10/21,01/12/25,13357.22158
1053,Car,AlfaRomeo,23271.13243,0.148203767,01/10/21,01/08/26,18240.13552
1054,Car,Civic,7724.604358,0.130254879,01/10/21,01/11/26,5793.453633
1055,Car,Mercedes,23713.2959,0.180259256,01/10/21,01/08/27,19035.23601
1056,Car,Lamborghini,17372.985,0.176384046,01/10/21,01/12/26,14363.29084
1057,Car,Civic,15693.49337,0.199922023,01/10/21,01/04/26,12298.14442
1058,Car,Lamborghini,24353.70065,0.13097359,01/10/21,01/06/27,20164.27793
1059,Car,Mercedes,13553.68294,0.19521152,01/10/21,01/06/26,11573.3073
1060,Car,Lamborghini,14149.74147,0.186429161,01/10/21,01/09/26,11893.84186
1061,Car,Civic,21586.16054,0.146850204,01/10/21,01/02/26,17957.47864
1062,Car,Civic,16159.4441,0.166411862,01/10/21,01/05/27,14336.10877
1063,Car,Civic,24042.94821,0.150207954,01/10/21,01/11/26,19026.79112
1064,Car,Civic,13893.44127,0.142942124,01/10/21,01/09/27,12208.91325
1065,Car,Civic,23627.4554,0.162087967,01/10/21,01/06/26,20797.64595
1066,Car,Civic,20692.7586,0.16903038,01/10/21,01/12/26,16913.47667
1067,Car,AlfaRomeo,21557.0477,0.160917925,01/10/21,01/11/26,17144.58735
1068,Car,Civic,17443.75678,0.167628684,01/10/21,01/03/26,14263.76516
1069,Car,Civic,19912.28457,0.169900571,01/10/21,01/07/26,17058.30632
1070,Car,Lamborghini,21420.83926,0.176845344,01/10/21,01/09/27,18014.61567
1071,Car,Civic,18162.819,0.179023114,01/10/21,01/06/26,15600.20911
1072,Car,Mercedes,12629.63035,0.167195399,01/10/21,01/12/26,11768.59022
1073,Car,Lamborghini,21553.38233,0.172922625,01/10/21,01/03/26,18711.15838
1074,Car,Mercedes,17961.86455,0.157254414,01/10/21,01/06/26,14466.71518
1075,Car,Lamborghini,13378.13802,0.16412561,01/10/21,01/10/26,10737.39476
1076,Car,Mercedes,15887.87669,0.163146388,01/10/21,01/10/26,13461.92946
1077,Car,Lamborghini,17414.67708,0.130254879,01/10/21,01/12/25,12659.62593
1078,Car,Lamborghini,17435.14137,0.187025341,01/10/21,01/09/27,12778.4216
1079,Car,Civic,22541.96078,0.175276417,01/10/21,01/12/25,18774.6615
1080,Car,Civic,10998.38458,0.154172574,01/10/21,01/05/27,7846.257909
1081,Car,AlfaRomeo,25805.64295,0.15470011,01/10/21,01/11/26,20845.94425
1082,Car,Civic,14455.4367,0.130254879,01/10/21,01/11/26,12770.80941
1083,Car,Lamborghini,18548.279,0.163735397,01/10/21,01/08/27,15405.94155
1084,Car,Civic,10057.21249,0.137828336,01/10/21,01/10/26,8272.094913
1085,Car,AlfaRomeo,27808.89296,0.182995854,01/10/21,01/08/26,22961.5737
1086,Car,Civic,21912.29739,0.160519703,01/10/21,01/03/26,19701.78606
1087,Car,Lamborghini,10920.59154,0.171131225,01/10/21,01/11/26,9949.635687
1088,Car,Mercedes,21473.9929,0.164833295,01/10/21,01/02/26,18937.28103
1089,Car,Mercedes,17872.85411,0.130254879,01/10/21,01/05/26,14293.04281
1090,Car,Lamborghini,22772.86164,0.136754061,01/10/21,01/02/27,18885.49093
1091,Car,Civic,10248.63795,0.162936105,01/10/21,01/12/25,9151.677837
1092,Car,Civic,29979.44033,0.153981387,01/10/21,01/12/26,25126.34282
1093,Car,Lamborghini,12512.27121,0.15887055,01/10/21,01/06/26,11124.49045
1094,Car,Lamborghini,17896.68956,0.164426239,01/10/21,01/12/26,15673.56046
1095,Car,Civic,15150.02258,0.177542309,01/10/21,01/02/26,12727.26237
1096,Car,Civic,16903.92004,0.143326833,01/10/21,01/05/27,15073.8969
1097,Car,Mercedes,23181.02865,0.195228953,01/10/21,01/06/27,19475.94073
1098,Car,AlfaRomeo,21748.6804,0.165011051,01/10/21,01/04/27,17992.54952
1099,Car,Mercedes,20932.38023,0.137519947,01/10/21,01/11/26,18381.67142
1100,Car,Civic,22131.55595,0.164252117,01/10/21,01/06/26,16077.14253
1101,Car,Lamborghini,21264.71104,0.168369865,01/10/21,01/09/26,18252.53283
1102,Car,AlfaRomeo,20308.50701,0.168199693,01/10/21,01/05/26,17989.38129
1103,Car,Civic,10623.30252,0.193198374,01/10/21,01/02/26,10431.59384
1104,Car,AlfaRomeo,16913.43254,0.193528404,01/10/21,01/05/26,13243.59427
1105,Car,Mercedes,23968.10799,0.161188175,01/10/21,01/09/27,18926.6562
1106,Car,Mercedes,25540.97974,0.156449489,01/10/21,01/09/26,22891.31295
1107,Car,Lamborghini,18185.42657,0.167384839,01/10/21,01/05/26,15124.41821
1108,Car,Lamborghini,26828.12321,0.145031853,01/10/21,01/07/27,22452.08144
1109,Car,Mercedes,16190.28799,0.188384615,01/10/21,01/08/26,12964.35487
1110,Car,Civic,16290.78671,0.159964959,01/10/21,01/02/26,12996.6246
1111,Car,AlfaRomeo,17754.13565,0.169966027,01/10/21,01/09/26,13384.2738
1112,Car,Lamborghini,26295.20932,0.146180222,01/10/21,01/06/26,20948.46286
1113,Car,Civic,17593.84584,0.171960914,01/10/21,01/10/26,15367.84695
1114,Car,Civic,22179.11711,0.134289506,01/10/21,01/03/27,20068.5703
1115,Car,Civic,31458.925,0.171457111,01/10/21,01/07/27,24700.25525
1116,Car,AlfaRomeo,19748.54338,0.164809837,01/10/21,01/09/26,16436.39938
1117,Car,AlfaRomeo,17729.36488,0.163774987,01/10/21,01/12/25,15278.79096
1118,Car,Lamborghini,14176.56162,0.157121617,01/10/21,01/06/27,12305.47487
1119,Car,AlfaRomeo,16679.83698,0.173486123,01/10/21,01/09/26,14896.7982
1120,Car,Lamborghini,16736.28295,0.168970772,01/10/21,01/03/27,14016.75173
1121,Car,Lamborghini,19774.57939,0.163472663,01/10/21,01/12/25,16462.42419
1122,Car,Lamborghini,17845.35711,0.171236467,01/10/21,01/02/27,15381.58854
1123,Car,Mercedes,12231.19176,0.169809564,01/10/21,01/06/26,9939.661756
1124,Car,Civic,18631.99165,0.180317554,01/10/21,01/10/26,16586.17539
1125,Car,Lamborghini,23383.01715,0.150754547,01/10/21,01/03/26,17705.79888
1126,Car,AlfaRomeo,20779.34151,0.182946582,01/10/21,01/09/26,16946.50441
1127,Car,Lamborghini,16563.02491,0.199922023,01/10/21,01/07/26,13238.51893
1128,Car,AlfaRomeo,21622.34243,0.161435982,01/10/21,01/07/27,18529.72995
1129,Car,Civic,15041.23356,0.148568491,01/10/21,01/04/26,12344.16157
1130,Car,Civic,17507.98172,0.179465536,01/10/21,01/05/26,12029.44013
1131,Car,Lamborghini,16113.16291,0.152321302,01/10/21,01/09/26,13201.61578
1132,Car,Mercedes,10708.41277,0.137731108,01/10/21,01/03/27,9248.905515
1133,Car,Civic,16002.8952,0.167938015,01/10/21,01/08/27,12695.90172
1134,Car,Mercedes,20515.38104,0.146222267,01/10/21,01/05/27,17291.12295
1135,Car,AlfaRomeo,20536.59437,0.155504719,01/10/21,01/07/26,16227.00165
1136,Car,Lamborghini,19354.66542,0.177539156,01/10/21,01/01/27,15783.97628
1137,Car,AlfaRomeo,22184.74015,0.184403273,01/10/21,01/09/26,17693.65036
1138,Car,Civic,26071.05695,0.188048934,01/10/21,01/03/27,21109.92956
1139,Car,AlfaRomeo,24925.71093,0.141471672,01/10/21,01/09/27,20315.20979
1140,Car,Civic,27070.83098,0.147250729,01/10/21,01/02/27,21305.36409
1141,Car,AlfaRomeo,20182.26925,0.131297704,01/10/21,01/06/26,17512.39127
1142,Car,Mercedes,21343.67199,0.178802115,01/10/21,01/12/26,18156.34633
1143,Car,Civic,20569.92138,0.130254879,01/10/21,01/09/27,17445.0246
1144,Car,Mercedes,21042.13998,0.195383633,01/10/21,01/03/26,17906.69844
1145,Car,Civic,23656.68095,0.153784204,01/10/21,01/04/27,19033.95786
1146,Car,Lamborghini,20760.83637,0.150680504,01/10/21,01/12/25,17223.25455
1147,Car,Civic,26351.21315,0.154080815,01/10/21,01/04/26,21184.1945
1148,Car,Civic,16263.36062,0.192977608,01/10/21,01/04/27,14589.23033
1149,Car,AlfaRomeo,14662.9498,0.162986425,01/10/21,01/07/26,12436.90486
1150,Car,Civic,7657.952184,0.130254879,01/10/21,01/08/26,6769.96116
1151,Car,Civic,26213.20495,0.175217675,01/10/21,01/11/26,21143.31142
1152,Car,Civic,17388.7075,0.151327163,01/10/21,01/03/26,14662.92599
1153,Car,Lamborghini,10256.95033,0.163602408,01/10/21,01/10/26,8137.774059
1154,Car,Mercedes,8823.477424,0.178053923,01/10/21,01/09/26,7219.128618
1155,Car,Civic,20347.59851,0.134994339,01/10/21,01/11/26,16753.74466
1156,Car,Lamborghini,15331.39858,0.147275223,01/10/21,01/09/27,11826.18249
1157,Car,Mercedes,15228.4543,0.179869451,01/10/21,01/03/27,13055.42953
1158,Car,Lamborghini,22108.43725,0.198601233,01/10/21,01/12/25,18833.97844
1159,Car,Civic,21099.22499,0.195624444,01/10/21,01/10/26,18061.83884
1160,Car,Civic,14978.15017,0.155791179,01/10/21,01/08/27,11493.54277
1161,Car,Civic,11093.35329,0.175576902,01/10/21,01/12/25,8902.961315
1162,Car,AlfaRomeo,19723.36158,0.156420667,01/10/21,01/02/26,16076.47185
1163,Car,Lamborghini,19121.04304,0.199922023,01/10/21,01/09/27,16656.49804
1164,Car,Lamborghini,17815.61689,0.159725674,01/10/21,01/12/26,15031.87537
1165,Car,Lamborghini,16288.5316,0.190096209,01/10/21,01/01/27,12575.92784
1166,Car,Lamborghini,25571.79333,0.155672761,01/10/21,01/11/26,21006.01871
1167,Car,Civic,20901.5962,0.155362541,01/10/21,01/03/26,17292.92084
1168,Car,Mercedes,21378.07133,0.178107757,01/10/21,01/01/27,16865.14257
1169,Car,Civic,13737.25806,0.178366287,01/10/21,01/02/27,11789.56579
1170,Car,Civic,21677.52565,0.199445789,01/10/21,01/10/26,18166.96389
1171,Car,Civic,12084.14894,0.199922023,01/10/21,01/10/26,10808.77549
1172,Car,Civic,17662.67789,0.180323322,01/10/21,01/12/25,12431.25422
1173,Car,Mercedes,18255.01108,0.132601269,01/10/21,01/12/25,14997.50434
1174,Car,Civic,25688.1442,0.182410415,01/10/21,01/10/26,20624.95733
1175,Car,AlfaRomeo,20462.32845,0.174265033,01/10/21,01/10/26,17493.61845
1176,Car,Civic,20728.29618,0.156395133,01/10/21,01/03/27,15680.58128
1177,Car,AlfaRomeo,16305.21782,0.199922023,01/10/21,01/06/26,14999.17457
1178,Car,Lamborghini,23802.11044,0.169021823,01/10/21,01/10/26,20684.30871
1179,Car,Mercedes,20050.5607,0.193905523,01/10/21,01/09/27,15676.50756
1180,Car,Lamborghini,16649.4372,0.189524135,01/10/21,01/11/26,13050.35593
1181,Car,AlfaRomeo,23126.75993,0.130254879,01/10/21,01/08/26,19218.17801
1182,Car,AlfaRomeo,15775.15759,0.150442026,01/10/21,01/08/26,11244.13376
1183,Car,Civic,12391.31212,0.175536897,01/10/21,01/12/25,9981.965689
1184,Car,Civic,26776.63104,0.140497167,01/10/21,01/09/27,21767.39028
1185,Car,AlfaRomeo,15813.35429,0.176253329,01/10/21,01/07/26,13124.04724
1186,Car,Civic,17772.62152,0.159948908,01/10/21,01/01/26,14904.16293
1187,Car,AlfaRomeo,14646.05917,0.130254879,01/10/21,01/08/26,12966.01755
1188,Car,Mercedes,21164.68228,0.174783665,01/10/21,01/04/27,17266.76972
1189,Car,Mercedes,14042.08895,0.199922023,01/10/21,01/06/26,12337.27515
1190,Car,Civic,21025.82712,0.137348839,01/10/21,01/09/26,16347.01495
1191,Car,Lamborghini,18244.26781,0.160450423,01/10/21,01/01/26,14892.32661
1192,Car,Civic,18302.38952,0.171085734,01/10/21,01/02/26,15204.42778
1193,Car,Mercedes,15992.81864,0.178679775,01/10/21,01/03/26,12226.17135
1194,Car,Mercedes,19617.71959,0.174940523,01/10/21,01/04/27,17652.45693
1195,Car,AlfaRomeo,18940.91839,0.14926196,01/10/21,01/07/26,15374.48884
1196,Car,AlfaRomeo,23074.76508,0.146884317,01/10/21,01/03/27,17787.39122
1197,Car,Civic,12275.75345,0.163177769,01/10/21,01/10/26,10706.8208
1198,Car,Civic,15465.71841,0.174082358,01/10/21,01/07/26,14365.69319
1199,Car,Civic,6343.375923,0.17427087,01/10/21,01/02/26,6475.94665
1200,Car,Civic,20037.7251,0.15783589,01/10/21,01/05/27,17739.0191
1201,Car,AlfaRomeo,20709.60703,0.156284649,01/10/21,01/09/27,17083.04439
1202,Car,Mercedes,17178.25241,0.172773848,01/10/21,01/01/27,15669.49862
1203,Car,Civic,20236.07931,0.169018895,01/10/21,01/02/27,15592.25499
1204,Car,Civic,19753.85174,0.199922023,01/10/21,01/07/26,16295.51903
1205,Car,Lamborghini,7115.857856,0.199922023,01/10/21,01/04/26,4862.646573
1206,Car,Civic,15260.47564,0.130254879,01/10/21,01/11/26,12928.78426
1207,Car,Mercedes,19283.18527,0.153197402,01/10/21,01/01/26,16528.97752
1208,Car,Mercedes,18310.25946,0.185640167,01/10/21,01/02/27,12709.72252
1209,Car,Civic,26933.73416,0.185930317,01/10/21,01/12/25,22182.2407
1210,Car,Mercedes,15946.66314,0.166142406,01/10/21,01/02/27,13787.57836
1211,Car,Mercedes,19323.46791,0.175939772,01/10/21,01/12/25,16780.98694
1212,Car,Lamborghini,25641.0958,0.161634615,01/10/21,01/04/27,22229.45489
1213,Car,Mercedes,19383.26842,0.172431599,01/10/21,01/10/26,16403.28108
1214,Car,AlfaRomeo,18430.84766,0.183882426,01/10/21,01/06/26,13706.21681
1215,Car,AlfaRomeo,22812.33563,0.199922023,01/10/21,01/10/26,18811.15237
1216,Car,AlfaRomeo,4195.787059,0.16955779,01/10/21,01/08/26,4077.13458
1217,Car,Civic,18623.17239,0.164362834,01/10/21,01/10/26,14799.25522
1218,Car,Mercedes,22889.48372,0.169138058,01/10/21,01/08/26,19472.50084
1219,Car,AlfaRomeo,26156.76562,0.130254879,01/10/21,01/05/27,20789.31561
1220,Car,Civic,19425.8832,0.156988642,01/10/21,01/07/26,15494.14836
1221,Car,Lamborghini,22002.09583,0.15616103,01/10/21,01/09/27,18808.77556
1222,Car,Mercedes,22780.02481,0.182883454,01/10/21,01/07/26,18706.21084
1223,Car,Mercedes,15678.43322,0.137868809,01/10/21,01/09/26,12556.25789
1224,Car,Lamborghini,20497.52063,0.163176252,01/10/21,01/07/26,15219.90791
1225,Car,AlfaRomeo,22994.50678,0.182478822,01/10/21,01/05/26,18714.15547
1226,Car,Lamborghini,20048.8867,0.192835838,01/10/21,01/07/26,16893.68874
1227,Car,Mercedes,19621.99556,0.186150641,01/10/21,01/05/27,15989.65157
1228,Car,Mercedes,10619.72978,0.164859466,01/10/21,01/01/26,9401.12852
1229,Car,Mercedes,23550.25996,0.145299098,01/10/21,01/11/26,19954.38207
1230,Car,Mercedes,24193.74657,0.152657558,01/10/21,01/11/26,20754.89941
1231,Car,Lamborghini,16346.24439,0.148367272,01/10/21,01/03/26,13856.62567
1232,Car,AlfaRomeo,19695.13638,0.151421664,01/10/21,01/09/27,16491.89855
1233,Car,Lamborghini,17087.78025,0.162595725,01/10/21,01/01/27,12913.10277
1234,Car,Mercedes,15375.09806,0.156558806,01/10/21,01/09/26,13647.94967
1235,Car,Civic,25264.61369,0.180641601,01/10/21,01/04/26,19954.02127
1236,Car,Civic,17430.65549,0.193951517,01/10/21,01/05/27,13609.55925
1237,Car,Civic,18761.86853,0.184321796,01/10/21,01/11/26,14735.09974
1238,Car,Lamborghini,20201.55945,0.182866625,01/10/21,01/06/27,15524.52087
1239,Car,Lamborghini,18763.62578,0.150652201,01/10/21,01/02/27,16708.31643
1240,Car,AlfaRomeo,21641.46239,0.160258841,01/10/21,01/01/26,19446.45457
1241,Car,Mercedes,25421.6077,0.149275859,01/10/21,01/09/27,19615.02063
1242,Car,Mercedes,17871.25251,0.169876415,01/10/21,01/12/26,15185.70162
1243,Car,Lamborghini,17071.14846,0.146679246,01/10/21,01/02/26,15522.3032
1244,Car,Civic,17764.12583,0.16599708,01/10/21,01/12/26,13666.34414
1245,Car,Civic,13782.4505,0.184595966,01/10/21,01/12/25,11391.02378
1246,Car,Civic,31334.26714,0.167769902,01/10/21,01/12/26,25678.82186
1247,Car,Lamborghini,19948.6785,0.199922023,01/10/21,01/10/26,18020.41545
1248,Car,Lamborghini,25556.91723,0.16916831,01/10/21,01/12/25,20150.09391
1249,Car,AlfaRomeo,27031.62098,0.145787065,01/10/21,01/03/26,21142.12196
1250,Car,Mercedes,14974.38617,0.177811764,01/10/21,01/10/26,12667.02086
1251,Car,Lamborghini,8169.904143,0.166548603,01/10/21,01/03/26,6563.936897
1252,Car,Lamborghini,22006.84052,0.152201916,01/10/21,01/09/26,18257.81852
1253,Car,Civic,17874.25606,0.168723657,01/10/21,01/10/26,15709.74033
1254,Car,Civic,21729.43761,0.188075401,01/10/21,01/07/26,18157.8586
1255,Car,Civic,15213.50781,0.142122147,01/10/21,01/09/26,12292.98506
1256,Car,Civic,23789.9762,0.191777741,01/10/21,01/12/25,19368.27904
1257,Car,Mercedes,18887.39193,0.199922023,01/10/21,01/08/26,14537.60945
1258,Car,Civic,26657.55783,0.166988993,01/10/21,01/12/25,20782.99925
1259,Car,Civic,28074.84729,0.18753158,01/10/21,01/08/26,21761.6665
1260,Car,Lamborghini,24066.13589,0.189038204,01/10/21,01/12/26,20171.56529
1261,Car,Lamborghini,20503.16592,0.159201388,01/10/21,01/04/26,16641.20868
1262,Car,Civic,15635.36798,0.175517451,01/10/21,01/03/27,12933.80435
1263,Car,Civic,28205.21407,0.185669735,01/10/21,01/11/26,23826.90336
1264,Car,Lamborghini,22932.68449,0.174072637,01/10/21,01/12/26,18984.79334
1265,Car,Civic,17706.84292,0.199922023,01/10/21,01/07/26,14444.27777
1266,Car,Lamborghini,12634.95765,0.196251895,01/10/21,01/03/27,10520.14863
1267,Car,Civic,19040.14309,0.159023449,01/10/21,01/08/26,15885.61879
1268,Car,Mercedes,21604.85198,0.191516351,01/10/21,01/06/27,18238.44623
1269,Car,Mercedes,19872.52194,0.130254879,01/10/21,01/07/27,16056.66541
1270,Car,Civic,24600.80471,0.141054186,01/10/21,01/05/27,18382.85438
1271,Car,Lamborghini,17246.13505,0.130254879,01/10/21,01/05/27,13069.92696
1272,Car,Civic,12358.4028,0.195986218,01/10/21,01/12/26,10417.22736
1273,Car,Civic,20401.17352,0.172495536,01/10/21,01/11/26,15478.08272
1274,Car,Mercedes,15981.10741,0.175363948,01/10/21,01/05/26,13484.44485
1275,Car,AlfaRomeo,18930.79717,0.162297118,01/10/21,01/08/26,15524.87999
1276,Car,Mercedes,12980.51559,0.160541827,01/10/21,01/02/27,10444.67711
1277,Car,Civic,17492.46852,0.199922023,01/10/21,01/02/26,15076.06456
1278,Car,AlfaRomeo,24773.50604,0.1355455,01/10/21,01/01/27,20344.98653
1279,Car,Civic,19480.4906,0.161196839,01/10/21,01/04/27,16199.46784
1280,Car,Civic,25552.18719,0.199922023,01/10/21,01/09/27,21236.23002
1281,Car,AlfaRomeo,19594.82521,0.165597874,01/10/21,01/09/26,16082.24713
1282,Car,Lamborghini,21465.73109,0.188394123,01/10/21,01/01/26,17571.2254
1283,Car,Civic,15103.63445,0.167233704,01/10/21,01/08/27,12108.25656
1284,Car,Civic,13373.59433,0.14718787,01/10/21,01/08/27,11546.1252
1285,Car,Civic,18999.63284,0.192949035,01/10/21,01/06/26,16235.18699
1286,Car,AlfaRomeo,25457.28998,0.157296913,01/10/21,01/04/27,20494.63366
1287,Car,Civic,20067.0719,0.190494344,01/10/21,01/06/27,17165.8428
1288,Car,AlfaRomeo,24915.98249,0.170073183,01/10/21,01/08/27,20615.09703
1289,Car,Lamborghini,20731.42166,0.130254879,01/10/21,01/06/26,17966.11539
1290,Car,Civic,10817.37464,0.16585558,01/10/21,01/09/26,6701.135129
1291,Car,AlfaRomeo,24248.85808,0.199922023,01/10/21,01/10/26,18966.49078
1292,Car,Mercedes,19749.2429,0.184827703,01/10/21,01/03/26,15866.60005
1293,Car,Civic,25066.42392,0.191657833,01/10/21,01/10/26,19438.17169
1294,Car,Civic,13340.89513,0.199922023,01/10/21,01/12/25,9257.042777
1295,Car,Civic,20528.3945,0.173765615,01/10/21,01/12/26,16171.19433
1296,Car,Lamborghini,19370.78362,0.196252383,01/10/21,01/08/27,15815.58959
1297,Car,Civic,16317.63379,0.190162622,01/10/21,01/01/27,12385.06148
1298,Car,AlfaRomeo,12802.8227,0.184218569,01/10/21,01/01/27,10478.91379
1299,Car,AlfaRomeo,21082.59754,0.153831373,01/10/21,01/10/26,17589.10047
1300,Car,Mercedes,14922.50446,0.199922023,01/10/21,01/07/26,12389.04984
1301,Car,Civic,25336.05128,0.188726953,01/10/21,01/12/25,20361.05486
1302,Car,Mercedes,27803.96342,0.130254879,01/10/21,01/12/26,23187.65315
1303,Car,Civic,22887.29626,0.157643394,01/10/21,01/07/26,19584.46186
1304,Car,Civic,23101.89556,0.146198688,01/10/21,01/02/26,19416.69858
1305,Car,AlfaRomeo,18046.76566,0.156204451,01/10/21,01/11/26,16562.52727
1306,Car,AlfaRomeo,16519.56215,0.168889091,01/10/21,01/09/26,14101.29706
1307,Car,Lamborghini,18356.04488,0.19487361,01/10/21,01/04/26,15477.30605
1308,Car,Civic,14145.26585,0.142290898,01/10/21,01/03/26,11309.14593
1309,Car,Civic,16756.66369,0.194780723,01/10/21,01/04/27,13155.27887
1310,Car,Mercedes,14480.84579,0.168466223,01/10/21,01/01/27,10738.47466
1311,Car,AlfaRomeo,17535.1297,0.165980476,01/10/21,01/01/27,14085.17426
1312,Car,AlfaRomeo,18669.21038,0.153331401,01/10/21,01/10/26,14593.87041
1313,Car,Civic,14621.84041,0.16846647,01/10/21,01/07/27,10327.85753
1314,Car,Civic,16197.57427,0.141669972,01/10/21,01/04/27,12010.78327
1315,Car,AlfaRomeo,14168.44882,0.134939254,01/10/21,01/10/26,12145.27315
1316,Car,Civic,15989.02741,0.152915506,01/10/21,01/02/27,12091.25465
1317,Car,Civic,26402.04329,0.130254879,01/10/21,01/09/26,21173.24115
1318,Car,Mercedes,24824.32837,0.147879287,01/10/21,01/01/26,20474.4671
1319,Car,AlfaRomeo,14715.18039,0.142603624,01/10/21,01/06/26,12049.01028
1320,Car,Lamborghini,20113.85027,0.164567409,01/10/21,01/05/27,15055.46888
1321,Car,Mercedes,14602.63838,0.173189101,01/10/21,01/08/26,11258.06486
1322,Car,Civic,17332.997,0.148903275,01/10/21,01/02/27,15331.61347
1323,Car,Mercedes,10914.47221,0.169694969,01/10/21,01/12/26,10258.03143
1324,Car,Lamborghini,15181.84571,0.156474384,01/10/21,01/05/26,11363.64619
1325,Car,Lamborghini,18351.67908,0.179409686,01/10/21,01/01/27,15556.14106
1326,Car,Civic,26898.30952,0.158055056,01/10/21,01/04/27,21982.52477
1327,Car,Civic,11453.22748,0.176383051,01/10/21,01/08/26,7774.018526
1328,Car,Civic,17726.88432,0.191176395,01/10/21,01/02/27,12088.4852
1329,Car,Lamborghini,15153.94209,0.181822221,01/10/21,01/01/26,10910.10533
1330,Car,Lamborghini,12219.86788,0.165275556,01/10/21,01/09/27,9174.474922
1331,Car,Civic,12884.46071,0.158028992,01/10/21,01/08/26,10283.70535
1332,Car,AlfaRomeo,15760.06688,0.164149529,01/10/21,01/03/26,11838.37293
1333,Car,Mercedes,23038.22903,0.135674729,01/10/21,01/09/27,18170.44544
1334,Car,AlfaRomeo,22240.8213,0.173556482,01/10/21,01/10/26,18639.80247
1335,Car,Mercedes,27523.62447,0.15284711,01/10/21,01/07/26,23710.4165
1336,Car,AlfaRomeo,15248.96442,0.17927054,01/10/21,01/03/27,11350.14384
1337,Car,Civic,15420.47166,0.19688245,01/10/21,01/10/26,12626.7399
1338,Car,Lamborghini,10259.9793,0.190912871,01/10/21,01/04/27,9604.589954
1339,Car,Lamborghini,20746.12796,0.177123139,01/10/21,01/02/27,19199.07125
1340,Car,AlfaRomeo,17761.0551,0.16751357,01/10/21,01/05/26,17007.60509
1341,Car,Civic,20581.1226,0.136570428,01/10/21,01/05/26,17450.37271
1342,Car,Lamborghini,16680.38855,0.178890705,01/10/21,01/11/26,12348.0387
1343,Car,AlfaRomeo,15057.13077,0.188457792,01/10/21,01/01/27,12807.41164
1344,Car,Lamborghini,19962.72681,0.19912435,01/10/21,01/02/27,16880.10709
1345,Car,Civic,20371.20249,0.157790276,01/10/21,01/09/26,18505.08329
1346,Car,AlfaRomeo,13661.84424,0.146467987,01/10/21,01/12/25,11916.29486
1347,Car,Mercedes,7000.063065,0.189752512,01/10/21,01/04/26,4716.089231
1348,Car,Mercedes,14198.18773,0.183306959,01/10/21,01/03/27,11705.8234
1349,Car,AlfaRomeo,21434.39792,0.177314028,01/10/21,01/04/26,17255.56408
1350,Car,Lamborghini,16641.95913,0.160479039,01/10/21,01/12/26,14068.33973
1351,Car,Lamborghini,24857.16984,0.182205333,01/10/21,01/12/26,21094.04039
